raw_data,Summary,Text,Cleaned_Summary,Cleaned_Text,Final_Content,KMeans_Cluster,DBSCAN_Cluster,Hierarchical_Cluster
"Id: 329681
UserId: APE73RAECBNQ5
ProfileName: sassygirl622
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1323820800
Summary: My dog loves these dental chews.
Text: My dog loves these dental chews and they work well to keep most of the plaque off her teeth.  That saves on the vet bill.",My dog loves these dental chews.,My dog loves these dental chews and they work well to keep most of the plaque off her teeth.  That saves on the vet bill.,my dog love these dental chew,my dog love these dental chew and they work well to keep most of the plaque off her teeth that save on the vet bill,my dog love these dental chew. my dog love these dental chew and they work well to keep most of the plaque off her teeth that save on the vet bill,0,0,2
"Id: 563310
UserId: A13WHL0WWA8TFJ
ProfileName: m.smith
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1342051200
Summary: Quaker Soft Baked Oatmeal Cookie
Text: I tried Quaker Soft Baked Oatmeal cookie's as a sample through Influenster.  They were so soft and tasted just like homemade.  It is exactly what I expected from Quaker!",Quaker Soft Baked Oatmeal Cookie,I tried Quaker Soft Baked Oatmeal cookie's as a sample through Influenster.  They were so soft and tasted just like homemade.  It is exactly what I expected from Quaker!,quaker soft baked oatmeal cookie,i tried quaker soft baked oatmeal cooky a a sample through influenster they were so soft and tasted just like homemade it is exactly what i expected from quaker,quaker soft baked oatmeal cookie. i tried quaker soft baked oatmeal cooky a a sample through influenster they were so soft and tasted just like homemade it is exactly what i expected from quaker,1,1,0
"Id: 563418
UserId: A1RXZ4CABWPVN
ProfileName: Yessie1981
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341878400
Summary: Yummy
Text: I recently tried this product through my influenster mom vox that I received and I have to admit that I am not a big fan of cookies HOWEVER this has to be the best cookie I've ever tasted thus far so much that I ate the whole thing before I could even record my youtube video, lol.",Yummy,"I recently tried this product through my influenster mom vox that I received and I have to admit that I am not a big fan of cookies HOWEVER this has to be the best cookie I've ever tasted thus far so much that I ate the whole thing before I could even record my youtube video, lol.",yummy,i recently tried this product through my influenster mom vox that i received and i have to admit that i am not a big fan of cooky however this ha to be the best cookie ive ever tasted thus far so much that i ate the whole thing before i could even record my youtube video lol,yummy. i recently tried this product through my influenster mom vox that i received and i have to admit that i am not a big fan of cooky however this ha to be the best cookie ive ever tasted thus far so much that i ate the whole thing before i could even record my youtube video lol,1,1,0
"Id: 367743
UserId: A2GHU8I0P3HFRW
ProfileName: Wandrwoman ""Wise as Aphrodite, Beautiful as A...
HelpfulnessNumerator: 30
HelpfulnessDenominator: 32
Score: 4
Time: 1313798400
Summary: It conditions your hair.....and you can eat it too!
Text: In my never-ending search to find odd, unusual and inexpensive beauty products I have finally found ""COCONUT OIL""!!!<br /><br />I read a beauty book recently <a href=""http://www.amazon.com/gp/product/0373892349"">Can You Get Hooked on Lip Balm?: Top Cosmetic Scientists Answer Your Questions about the Lotions, Potions and Other Beauty Products You Use Every Day</a> that claimed that natural, organic, cold pressed coconut oil was the only oil that could actually penetrate the hair shaft. It seems all other oils, including mineral, olive, and sunflower can only coat the hair, at best a temporary cure.<br /><br />What makes coconut oil special? Its about 90% saturated fatty acid which contains about 40% lauric acid. Among it's almost mythical and magical properties it is ""reputed"" to cure a host of maladies including high cholesterol, obesity, infections,(all highly doubtful)and dry hair and skin (believable). It is also a food product that can be used as a butter substitute a shortening and a frying oil. My interest, however, is hair, just hair.<br /><br />Interestingly, coconut oil solidifies at temperatures under 76 degrees Fahrenheit. If you live in an air conditioned home in a temperate climate, this oil will be solid most of the time. I decanted a few teaspoons into a small container from the wide jar the product comes in. I keep the original container in the refrigerator and the small one in the bathroom where it is usually much warmer than the rest of my house.<br /><br />When liquefied, this oil is fairly thick and milky looking. It smells deliciously of coconut. To me it tastes of .... coconut grease....but not in a totally bad way.<br /><br />To use this as a hair conditioner one needs to start slowly and experiment. Although my hair is thick it has a fairly fine texture. The first few times I used the oil I over applied it and my hair became flat and greasy looking.<br /><br />As a hair conditioner, it is recommended to coat your dry hair and scalp with the oil, cover your head with a towel and let it penetrate for an hour or two. Using non-conditioning shampoo, apply a small amount to your dry hair and rub it in without adding any water at first. Then, after the shampoo has been rubbed in, add small amounts of warm water until you build up a lather. Rinse, then shampoo again normally. Your hair will be very soft and smooth.<br /><br />As a hair dressing, use only a very tiny amount unless your have thick, very curly or kinky hair. I gave a friend with long thick curly hair some of the oil and she is completely in love with it.<br /><br />A little of this product goes a very long way. A jar should last a very long time. Besides, if you don't like it as a hair product, you can always eat it!",It conditions your hair.....and you can eat it too!,"In my never-ending search to find odd, unusual and inexpensive beauty products I have finally found ""COCONUT OIL""!!!<br /><br />I read a beauty book recently <a href=""http://www.amazon.com/gp/product/0373892349"">Can You Get Hooked on Lip Balm?: Top Cosmetic Scientists Answer Your Questions about the Lotions, Potions and Other Beauty Products You Use Every Day</a> that claimed that natural, organic, cold pressed coconut oil was the only oil that could actually penetrate the hair shaft. It seems all other oils, including mineral, olive, and sunflower can only coat the hair, at best a temporary cure.<br /><br />What makes coconut oil special? Its about 90% saturated fatty acid which contains about 40% lauric acid. Among it's almost mythical and magical properties it is ""reputed"" to cure a host of maladies including high cholesterol, obesity, infections,(all highly doubtful)and dry hair and skin (believable). It is also a food product that can be used as a butter substitute a shortening and a frying oil. My interest, however, is hair, just hair.<br /><br />Interestingly, coconut oil solidifies at temperatures under 76 degrees Fahrenheit. If you live in an air conditioned home in a temperate climate, this oil will be solid most of the time. I decanted a few teaspoons into a small container from the wide jar the product comes in. I keep the original container in the refrigerator and the small one in the bathroom where it is usually much warmer than the rest of my house.<br /><br />When liquefied, this oil is fairly thick and milky looking. It smells deliciously of coconut. To me it tastes of .... coconut grease....but not in a totally bad way.<br /><br />To use this as a hair conditioner one needs to start slowly and experiment. Although my hair is thick it has a fairly fine texture. The first few times I used the oil I over applied it and my hair became flat and greasy looking.<br /><br />As a hair conditioner, it is recommended to coat your dry hair and scalp with the oil, cover your head with a towel and let it penetrate for an hour or two. Using non-conditioning shampoo, apply a small amount to your dry hair and rub it in without adding any water at first. Then, after the shampoo has been rubbed in, add small amounts of warm water until you build up a lather. Rinse, then shampoo again normally. Your hair will be very soft and smooth.<br /><br />As a hair dressing, use only a very tiny amount unless your have thick, very curly or kinky hair. I gave a friend with long thick curly hair some of the oil and she is completely in love with it.<br /><br />A little of this product goes a very long way. A jar should last a very long time. Besides, if you don't like it as a hair product, you can always eat it!",it condition your hairand you can eat it too,in my neverending search to find odd unusual and inexpensive beauty product i have finally found coconut oil i read a beauty book recently that claimed that natural organic cold pressed coconut oil wa the only oil that could actually penetrate the hair shaft it seems all other oil including mineral olive and sunflower can only coat the hair at best a temporary cure what make coconut oil special it about saturated fatty acid which contains about lauric acid among it almost mythical and magical property it is reputed to cure a host of malady including high cholesterol obesity infectionsall highly doubtfuland dry hair and skin believable it is also a food product that can be used a a butter substitute a shortening and a frying oil my interest however is hair just hair interestingly coconut oil solidifies at temperature under degree fahrenheit if you live in an air conditioned home in a temperate climate this oil will be solid most of the time i decanted a few teaspoon into a small container from the wide jar the product come in i keep the original container in the refrigerator and the small one in the bathroom where it is usually much warmer than the rest of my house when liquefied this oil is fairly thick and milky looking it smell deliciously of coconut to me it taste of coconut greasebut not in a totally bad way to use this a a hair conditioner one need to start slowly and experiment although my hair is thick it ha a fairly fine texture the first few time i used the oil i over applied it and my hair became flat and greasy looking a a hair conditioner it is recommended to coat your dry hair and scalp with the oil cover your head with a towel and let it penetrate for an hour or two using nonconditioning shampoo apply a small amount to your dry hair and rub it in without adding any water at first then after the shampoo ha been rubbed in add small amount of warm water until you build up a lather rinse then shampoo again normally your hair will be very soft and smooth a a hair dressing use only a very tiny amount unless your have thick very curly or kinky hair i gave a friend with long thick curly hair some of the oil and she is completely in love with it a little of this product go a very long way a jar should last a very long time besides if you dont like it a a hair product you can always eat it,it condition your hairand you can eat it too. in my neverending search to find odd unusual and inexpensive beauty product i have finally found coconut oil i read a beauty book recently that claimed that natural organic cold pressed coconut oil wa the only oil that could actually penetrate the hair shaft it seems all other oil including mineral olive and sunflower can only coat the hair at best a temporary cure what make coconut oil special it about saturated fatty acid which contains about lauric acid among it almost mythical and magical property it is reputed to cure a host of malady including high cholesterol obesity infectionsall highly doubtfuland dry hair and skin believable it is also a food product that can be used a a butter substitute a shortening and a frying oil my interest however is hair just hair interestingly coconut oil solidifies at temperature under degree fahrenheit if you live in an air conditioned home in a temperate climate this oil will be solid most of the time i decanted a few teaspoon into a small container from the wide jar the product come in i keep the original container in the refrigerator and the small one in the bathroom where it is usually much warmer than the rest of my house when liquefied this oil is fairly thick and milky looking it smell deliciously of coconut to me it taste of coconut greasebut not in a totally bad way to use this a a hair conditioner one need to start slowly and experiment although my hair is thick it ha a fairly fine texture the first few time i used the oil i over applied it and my hair became flat and greasy looking a a hair conditioner it is recommended to coat your dry hair and scalp with the oil cover your head with a towel and let it penetrate for an hour or two using nonconditioning shampoo apply a small amount to your dry hair and rub it in without adding any water at first then after the shampoo ha been rubbed in add small amount of warm water until you build up a lather rinse then shampoo again normally your hair will be very soft and smooth a a hair dressing use only a very tiny amount unless your have thick very curly or kinky hair i gave a friend with long thick curly hair some of the oil and she is completely in love with it a little of this product go a very long way a jar should last a very long time besides if you dont like it a a hair product you can always eat it,2,2,1
"Id: 367530
UserId: A18Z7ICRLVHBBP
ProfileName: Catherine S.
HelpfulnessNumerator: 4
HelpfulnessDenominator: 4
Score: 5
Time: 1326326400
Summary: AMAZING
Text: I love this stuff.  I use it on my skin and it drinks it up.  I put it in my hair before washing, and my hair looks great and hydrated.  I really like this stuff.  I moisturize my face with it at night as well.  It's really an amazing product.  Bravo and I'm so happy I bought this :)",AMAZING,"I love this stuff.  I use it on my skin and it drinks it up.  I put it in my hair before washing, and my hair looks great and hydrated.  I really like this stuff.  I moisturize my face with it at night as well.  It's really an amazing product.  Bravo and I'm so happy I bought this :)",amazing,i love this stuff i use it on my skin and it drink it up i put it in my hair before washing and my hair look great and hydrated i really like this stuff i moisturize my face with it at night a well it really an amazing product bravo and im so happy i bought this,amazing. i love this stuff i use it on my skin and it drink it up i put it in my hair before washing and my hair look great and hydrated i really like this stuff i moisturize my face with it at night a well it really an amazing product bravo and im so happy i bought this,2,2,1
"Id: 367828
UserId: A1ZU0LAEOYS9JW
ProfileName: HazyLady
HelpfulnessNumerator: 3
HelpfulnessDenominator: 4
Score: 5
Time: 1342396800
Summary: Great For Cooking and Moisturizing
Text: I really like this product after having used it for the last 3 months as a substitute for both my cooking oil to reduce my fat intake and my assorted moisturizing products for my skin and hair.  I love the smell of the product while cooking and it does give the foods you cook with it a nice taste; I especially like cooking my chicken with it.  I have been using it on my hair and have noticed that my hair has a sheen and weight to it which I used to have in my younger days.  So far, so good...",Great For Cooking and Moisturizing,"I really like this product after having used it for the last 3 months as a substitute for both my cooking oil to reduce my fat intake and my assorted moisturizing products for my skin and hair.  I love the smell of the product while cooking and it does give the foods you cook with it a nice taste; I especially like cooking my chicken with it.  I have been using it on my hair and have noticed that my hair has a sheen and weight to it which I used to have in my younger days.  So far, so good...",great for cooking and moisturizing,i really like this product after having used it for the last month a a substitute for both my cooking oil to reduce my fat intake and my assorted moisturizing product for my skin and hair i love the smell of the product while cooking and it doe give the food you cook with it a nice taste i especially like cooking my chicken with it i have been using it on my hair and have noticed that my hair ha a sheen and weight to it which i used to have in my younger day so far so good,great for cooking and moisturizing. i really like this product after having used it for the last month a a substitute for both my cooking oil to reduce my fat intake and my assorted moisturizing product for my skin and hair i love the smell of the product while cooking and it doe give the food you cook with it a nice taste i especially like cooking my chicken with it i have been using it on my hair and have noticed that my hair ha a sheen and weight to it which i used to have in my younger day so far so good,2,2,1
"Id: 367905
UserId: ACAL9H7Q7YZN3
ProfileName: susank4941
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1345766400
Summary: Coconut Oil
Text: I really liked the coconut oil I use it on  my skin and my hair--my one complaint was one of the jars was leaking and it leaked all over the other jars--other than that I am a very happy camper.",Coconut Oil,I really liked the coconut oil I use it on  my skin and my hair--my one complaint was one of the jars was leaking and it leaked all over the other jars--other than that I am a very happy camper.,coconut oil,i really liked the coconut oil i use it on my skin and my hairmy one complaint wa one of the jar wa leaking and it leaked all over the other jarsother than that i am a very happy camper,coconut oil. i really liked the coconut oil i use it on my skin and my hairmy one complaint wa one of the jar wa leaking and it leaked all over the other jarsother than that i am a very happy camper,2,2,1
"Id: 30788
UserId: AITMNT3PUFDBG
ProfileName: K. Johnston
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1339459200
Summary: Excellent chips!
Text: These chips are always good!  They are not your normal chip, and do not have the greasy-ness about them.  They are light and crunchy and much healthier than your regular chip.  Most people really like them once they try them and get over the 'Oh, it's a HEALTH food' thing!  They are not as healthy as eating fruits and veggies, and are still chips, but they are a much MORE healthy alternative to your regular chip.  And they do still have an excellent taste!  Sour cream and onion is amazing, but so are the other flavors!  (Whatever your person preference is!)",Excellent chips!,"These chips are always good!  They are not your normal chip, and do not have the greasy-ness about them.  They are light and crunchy and much healthier than your regular chip.  Most people really like them once they try them and get over the 'Oh, it's a HEALTH food' thing!  They are not as healthy as eating fruits and veggies, and are still chips, but they are a much MORE healthy alternative to your regular chip.  And they do still have an excellent taste!  Sour cream and onion is amazing, but so are the other flavors!  (Whatever your person preference is!)",excellent chip,these chip are always good they are not your normal chip and do not have the greasyness about them they are light and crunchy and much healthier than your regular chip most people really like them once they try them and get over the oh it a health food thing they are not a healthy a eating fruit and veggie and are still chip but they are a much more healthy alternative to your regular chip and they do still have an excellent taste sour cream and onion is amazing but so are the other flavor whatever your person preference is,excellent chip. these chip are always good they are not your normal chip and do not have the greasyness about them they are light and crunchy and much healthier than your regular chip most people really like them once they try them and get over the oh it a health food thing they are not a healthy a eating fruit and veggie and are still chip but they are a much more healthy alternative to your regular chip and they do still have an excellent taste sour cream and onion is amazing but so are the other flavor whatever your person preference is,1,1,0
"Id: 367732
UserId: API71UBOH6G18
ProfileName: Keisha
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1338768000
Summary: Easy Does It...
Text: I'm actually loving this multifuctional product. A little goes a long way so I'll probably get it every other month. I use it in my cooking & skin/hair care. I can't speak about all the benefits just yet because I've been only using the oil a little over a month. I'm happy thus far.",Easy Does It...,I'm actually loving this multifuctional product. A little goes a long way so I'll probably get it every other month. I use it in my cooking & skin/hair care. I can't speak about all the benefits just yet because I've been only using the oil a little over a month. I'm happy thus far.,easy doe it,im actually loving this multifuctional product a little go a long way so ill probably get it every other month i use it in my cooking skinhair care i cant speak about all the benefit just yet because ive been only using the oil a little over a month im happy thus far,easy doe it. im actually loving this multifuctional product a little go a long way so ill probably get it every other month i use it in my cooking skinhair care i cant speak about all the benefit just yet because ive been only using the oil a little over a month im happy thus far,2,-1,1
"Id: 563819
UserId: A14H8RRZX87VZM
ProfileName: LuckyLiv
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341792000
Summary: So Good
Text: I recieved a sample of this product from Influenster to try-then immediately went out and bought 2 more boxes, which are now gone also. These cookies have such a great homebaked consistency and just the right amount of spice and sugar. My kids love them too, especially when we cut them in half and put a little ice cream between the halves.",So Good,"I recieved a sample of this product from Influenster to try-then immediately went out and bought 2 more boxes, which are now gone also. These cookies have such a great homebaked consistency and just the right amount of spice and sugar. My kids love them too, especially when we cut them in half and put a little ice cream between the halves.",so good,i recieved a sample of this product from influenster to trythen immediately went out and bought more box which are now gone also these cooky have such a great homebaked consistency and just the right amount of spice and sugar my kid love them too especially when we cut them in half and put a little ice cream between the half,so good. i recieved a sample of this product from influenster to trythen immediately went out and bought more box which are now gone also these cooky have such a great homebaked consistency and just the right amount of spice and sugar my kid love them too especially when we cut them in half and put a little ice cream between the half,1,1,0
"Id: 367810
UserId: A11JWB1OE0DB17
ProfileName: Janet
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1311465600
Summary: Good product quickly delivered.
Text: I used the coconut oil as a substitute for butter in one of my favorite cookie recipes.  It worked well and made a somewhat healthy recipe even healthier.",Good product quickly delivered.,I used the coconut oil as a substitute for butter in one of my favorite cookie recipes.  It worked well and made a somewhat healthy recipe even healthier.,good product quickly delivered,i used the coconut oil a a substitute for butter in one of my favorite cookie recipe it worked well and made a somewhat healthy recipe even healthier,good product quickly delivered. i used the coconut oil a a substitute for butter in one of my favorite cookie recipe it worked well and made a somewhat healthy recipe even healthier,2,-1,1
"Id: 329626
UserId: AMATOIG271SMX
ProfileName: sunflower
HelpfulnessNumerator: 6
HelpfulnessDenominator: 6
Score: 5
Time: 1267660800
Summary: So Happy to find this vendor!!!
Text: This is a fantastic deal!! My dogs love greenies but at over $20 per bag at the local pet supply store, I couldn't afford to give them one everyday. I order these again and again.",So Happy to find this vendor!!!,"This is a fantastic deal!! My dogs love greenies but at over $20 per bag at the local pet supply store, I couldn't afford to give them one everyday. I order these again and again.",so happy to find this vendor,this is a fantastic deal my dog love greenies but at over per bag at the local pet supply store i couldnt afford to give them one everyday i order these again and again,so happy to find this vendor. this is a fantastic deal my dog love greenies but at over per bag at the local pet supply store i couldnt afford to give them one everyday i order these again and again,0,0,2
"Id: 563785
UserId: ANEIQUS6I8RJ5
ProfileName: Caligurldiva
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1341792000
Summary: Good soft baked cookie
Text: This cookie is good the only thing I had a problem with is that it's soft. Duh I know it says soft baked I'm so used to eating the hard oatmeal raisin cookie. I will purchase this in the future and will recommend.",Good soft baked cookie,This cookie is good the only thing I had a problem with is that it's soft. Duh I know it says soft baked I'm so used to eating the hard oatmeal raisin cookie. I will purchase this in the future and will recommend.,good soft baked cookie,this cookie is good the only thing i had a problem with is that it soft duh i know it say soft baked im so used to eating the hard oatmeal raisin cookie i will purchase this in the future and will recommend,good soft baked cookie. this cookie is good the only thing i had a problem with is that it soft duh i know it say soft baked im so used to eating the hard oatmeal raisin cookie i will purchase this in the future and will recommend,1,1,0
"Id: 30756
UserId: A2TCY4Q5S0NO5Z
ProfileName: Mira L. Shanks ""F.R.O.G.""
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1242259200
Summary: yummy and low fat
Text: Discovered these at M.O.M.'s (My Organic Market) in Maryland. They came in large bags and the taste and texture really grew on me, so I checkd on Amazon and voila, small bags, bought a case, I am a happy camper!",yummy and low fat,"Discovered these at M.O.M.'s (My Organic Market) in Maryland. They came in large bags and the taste and texture really grew on me, so I checkd on Amazon and voila, small bags, bought a case, I am a happy camper!",yummy and low fat,discovered these at mom my organic market in maryland they came in large bag and the taste and texture really grew on me so i checkd on amazon and voila small bag bought a case i am a happy camper,yummy and low fat. discovered these at mom my organic market in maryland they came in large bag and the taste and texture really grew on me so i checkd on amazon and voila small bag bought a case i am a happy camper,1,-1,0
"Id: 563586
UserId: A7AYLRL33D68M
ProfileName: Sbeecham
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341878400
Summary: Loved these! Will buy again :)
Text: My Kids Loved these cookies and they are perfect for on the go. I will be buying again. Great product.",Loved these! Will buy again :),My Kids Loved these cookies and they are perfect for on the go. I will be buying again. Great product.,loved these will buy again,my kid loved these cooky and they are perfect for on the go i will be buying again great product,loved these will buy again. my kid loved these cooky and they are perfect for on the go i will be buying again great product,1,1,0
"Id: 367616
UserId: A19YX46WTGPT1B
ProfileName: Hadjitou
HelpfulnessNumerator: 2
HelpfulnessDenominator: 2
Score: 5
Time: 1335916800
Summary: Hair SOOO Soft Skin so Soft
Text: I really am happy with this product. It moisturizes my hair extremely well and doesnt leave a look of build up and absorbs beautifully. I have 4a hair in lower back length locks and absorbtion is something that is a must for anything i use in my hair.I am excited to continue using it and I also have used it on my skin. I absorbs well to the skin too leaving my skin supple but not greesy.<br /><br />If you dont like the smell of coconut it may not be the product for you. But if you enjoy the smell it is very pleasant and it is not over powering.I will try mixing this into a whipped shea butter blend also for skin and let you guys know how it come out :-)",Hair SOOO Soft Skin so Soft,I really am happy with this product. It moisturizes my hair extremely well and doesnt leave a look of build up and absorbs beautifully. I have 4a hair in lower back length locks and absorbtion is something that is a must for anything i use in my hair.I am excited to continue using it and I also have used it on my skin. I absorbs well to the skin too leaving my skin supple but not greesy.<br /><br />If you dont like the smell of coconut it may not be the product for you. But if you enjoy the smell it is very pleasant and it is not over powering.I will try mixing this into a whipped shea butter blend also for skin and let you guys know how it come out :-),hair sooo soft skin so soft,i really am happy with this product it moisturizes my hair extremely well and doesnt leave a look of build up and absorbs beautifully i have a hair in lower back length lock and absorbtion is something that is a must for anything i use in my hairi am excited to continue using it and i also have used it on my skin i absorbs well to the skin too leaving my skin supple but not greesy if you dont like the smell of coconut it may not be the product for you but if you enjoy the smell it is very pleasant and it is not over poweringi will try mixing this into a whipped shea butter blend also for skin and let you guy know how it come out,hair sooo soft skin so soft. i really am happy with this product it moisturizes my hair extremely well and doesnt leave a look of build up and absorbs beautifully i have a hair in lower back length lock and absorbtion is something that is a must for anything i use in my hairi am excited to continue using it and i also have used it on my skin i absorbs well to the skin too leaving my skin supple but not greesy if you dont like the smell of coconut it may not be the product for you but if you enjoy the smell it is very pleasant and it is not over poweringi will try mixing this into a whipped shea butter blend also for skin and let you guy know how it come out,2,2,1
"Id: 563171
UserId: A15LKTKJ2PSQU3
ProfileName: Megan Wilson
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1342569600
Summary: Really soft and yummy!
Text: I received the Quaker Soft Baked Oatmeal Raisin cookie from Influenster.  I thought it was kinda crumbly, but my daughter and I loved it.",Really soft and yummy!,"I received the Quaker Soft Baked Oatmeal Raisin cookie from Influenster.  I thought it was kinda crumbly, but my daughter and I loved it.",really soft and yummy,i received the quaker soft baked oatmeal raisin cookie from influenster i thought it wa kinda crumbly but my daughter and i loved it,really soft and yummy. i received the quaker soft baked oatmeal raisin cookie from influenster i thought it wa kinda crumbly but my daughter and i loved it,1,1,0
"Id: 563043
UserId: AHG9NC2C0FN98
ProfileName: Alisha Kostiuk
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1343174400
Summary: A+ Cookies
Text: I am very impressed with the Quaker Soft Baked Oatmeal Cookies. They are a healthier cookie and have a great taste. Very soft and melt in your mouth.",A+ Cookies,I am very impressed with the Quaker Soft Baked Oatmeal Cookies. They are a healthier cookie and have a great taste. Very soft and melt in your mouth.,a cooky,i am very impressed with the quaker soft baked oatmeal cooky they are a healthier cookie and have a great taste very soft and melt in your mouth,a cooky. i am very impressed with the quaker soft baked oatmeal cooky they are a healthier cookie and have a great taste very soft and melt in your mouth,1,1,0
"Id: 367574
UserId: A3KQ4UP6VN5TP1
ProfileName: Anne
HelpfulnessNumerator: 3
HelpfulnessDenominator: 3
Score: 5
Time: 1299456000
Summary: This stuff is the truth
Text: Coconut oil. My staple product for hair ,supplements, body lotion. This stuff has my hair growing like wild fire. It works great smell awesome and its the best body oil. My number one thing is coconut oil. Try it.",This stuff is the truth,"Coconut oil. My staple product for hair ,supplements, body lotion. This stuff has my hair growing like wild fire. It works great smell awesome and its the best body oil. My number one thing is coconut oil. Try it.",this stuff is the truth,coconut oil my staple product for hair supplement body lotion this stuff ha my hair growing like wild fire it work great smell awesome and it the best body oil my number one thing is coconut oil try it,this stuff is the truth. coconut oil my staple product for hair supplement body lotion this stuff ha my hair growing like wild fire it work great smell awesome and it the best body oil my number one thing is coconut oil try it,2,2,1
"Id: 30815
UserId: A2LMM2BUM4TURO
ProfileName: Scottyboy
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 3
Time: 1334534400
Summary: Popchip fail
Text: These popchips both taste and smell horrible. I was very let down as I enjoy most if not all the various flavors that popchips have to offer... besides this flavor. The smell is actually so awful that it kills it from the start. If you could manage to eat them after that, well good on you. As for me I am dissatisfied with this flavor in specific. I would still recommend popchips as a whole.",Popchip fail,"These popchips both taste and smell horrible. I was very let down as I enjoy most if not all the various flavors that popchips have to offer... besides this flavor. The smell is actually so awful that it kills it from the start. If you could manage to eat them after that, well good on you. As for me I am dissatisfied with this flavor in specific. I would still recommend popchips as a whole.",popchip fail,these popchips both taste and smell horrible i wa very let down a i enjoy most if not all the various flavor that popchips have to offer besides this flavor the smell is actually so awful that it kill it from the start if you could manage to eat them after that well good on you a for me i am dissatisfied with this flavor in specific i would still recommend popchips a a whole,popchip fail. these popchips both taste and smell horrible i wa very let down a i enjoy most if not all the various flavor that popchips have to offer besides this flavor the smell is actually so awful that it kill it from the start if you could manage to eat them after that well good on you a for me i am dissatisfied with this flavor in specific i would still recommend popchips a a whole,1,1,0
"Id: 563716
UserId: AYFFC113F808A
ProfileName: Jennifer Bedoya
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341792000
Summary: So soft and chewy!
Text: I love the home baked mom taste these have! Just like my mom made them! They are also easy to find and affordable!",So soft and chewy!,I love the home baked mom taste these have! Just like my mom made them! They are also easy to find and affordable!,so soft and chewy,i love the home baked mom taste these have just like my mom made them they are also easy to find and affordable,so soft and chewy. i love the home baked mom taste these have just like my mom made them they are also easy to find and affordable,1,1,0
"Id: 329836
UserId: A2DLI40A41IWZ4
ProfileName: Kenneth A. Ackert ""NRA""
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1294099200
Summary: Greenie$
Text: Good product & my dogs love them. But, over priced like most Pet treats.<br />I did get fast delivery & good service as usual.",Greenie$,"Good product & my dogs love them. But, over priced like most Pet treats.<br />I did get fast delivery & good service as usual.",greenie,good product my dog love them but over priced like most pet treat i did get fast delivery good service a usual,greenie. good product my dog love them but over priced like most pet treat i did get fast delivery good service a usual,0,0,2
