raw_data,Summary,Text,Cleaned_Summary,Cleaned_Text,Final_Content
"Id: 329428
UserId: AHSWZSAXI8BPS
ProfileName: shoodow
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 4
Time: 1280880000
Summary: likes it
Text: this product does help to cleen the teeth, but doesnt really help to get rid of the bad breath of my pom..But still a good buy, cause the size is perfect for small breed dogs",likes it,"this product does help to cleen the teeth, but doesnt really help to get rid of the bad breath of my pom..But still a good buy, cause the size is perfect for small breed dogs",like it,thi product doe help to cleen the teeth but doesnt realli help to get rid of the bad breath of my pombut still a good buy caus the size is perfect for small breed dog,like it. thi product doe help to cleen the teeth but doesnt realli help to get rid of the bad breath of my pombut still a good buy caus the size is perfect for small breed dog
"Id: 563669
UserId: A15F4SZ4VFBO70
ProfileName: kandikisses
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1341792000
Summary: taste amazing
Text: taste amazing and  have that home baked feel. they are so soft and chewy. perfect with a glass of ice cold milk.",taste amazing,taste amazing and  have that home baked feel. they are so soft and chewy. perfect with a glass of ice cold milk.,tast amaz,tast amaz and have that home bake feel they are so soft and chewi perfect with a glass of ice cold milk,tast amaz. tast amaz and have that home bake feel they are so soft and chewi perfect with a glass of ice cold milk
"Id: 367703
UserId: A3P8D1HOYW3HMQ
ProfileName: Super Mummy ""Mummy""
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1345248000
Summary: Good for dry skin
Text: Delivery came on time. Nicely and safely packaged. Coconut oil came congealed. At warm temperature, it will liquidify.<br />Great for dry skin. Smells good too. Apply onto hair for silky smooth hair. I use it at night, leave it on, cover my pillow with a towel. Not sure about cooking, but I used as a salad dressing oil and it tasted yummy.",Good for dry skin,"Delivery came on time. Nicely and safely packaged. Coconut oil came congealed. At warm temperature, it will liquidify.<br />Great for dry skin. Smells good too. Apply onto hair for silky smooth hair. I use it at night, leave it on, cover my pillow with a towel. Not sure about cooking, but I used as a salad dressing oil and it tasted yummy.",good for dri skin,deliveri came on time nice and safe packag coconut oil came congeal at warm temperatur it will liquidifi great for dri skin smell good too appli onto hair for silki smooth hair i use it at night leav it on cover my pillow with a towel not sure about cook but i use as a salad dress oil and it tast yummi,good for dri skin. deliveri came on time nice and safe packag coconut oil came congeal at warm temperatur it will liquidifi great for dri skin smell good too appli onto hair for silki smooth hair i use it at night leav it on cover my pillow with a towel not sure about cook but i use as a salad dress oil and it tast yummi
"Id: 329741
UserId: A1IADYYFC3NTE3
ProfileName: ocraj
HelpfulnessNumerator: 3
HelpfulnessDenominator: 3
Score: 5
Time: 1298332800
Summary: Love these for my old guy...
Text: Even though these are pricey, my old Aussie Shep loves them. I am glad there is a special senior formula. Thanks Greenies!",Love these for my old guy...,"Even though these are pricey, my old Aussie Shep loves them. I am glad there is a special senior formula. Thanks Greenies!",love these for my old guy,even though these are pricey my old aussi shep love them i am glad there is a special senior formula thank greeni,love these for my old guy. even though these are pricey my old aussi shep love them i am glad there is a special senior formula thank greeni
"Id: 563776
UserId: A11ZFH7I1YJ5ZF
ProfileName: Nita
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341792000
Summary: Quaker Oatmeal Cookie
Text: This is my first time trying this cookie. Its very soft, delicious, love the raisins. I will be buying theses for a snack for breakfast. I told all my friends to try this product.",Quaker Oatmeal Cookie,"This is my first time trying this cookie. Its very soft, delicious, love the raisins. I will be buying theses for a snack for breakfast. I told all my friends to try this product.",quaker oatmeal cooki,thi is my first time tri thi cooki it veri soft delici love the raisin i will be buy these for a snack for breakfast i told all my friend to tri thi product,quaker oatmeal cooki. thi is my first time tri thi cooki it veri soft delici love the raisin i will be buy these for a snack for breakfast i told all my friend to tri thi product
"Id: 329629
UserId: A30UXI3KH3WA51
ProfileName: Jennifer D. Nickerson ""J. Knickerbocker""
HelpfulnessNumerator: 5
HelpfulnessDenominator: 5
Score: 5
Time: 1259452800
Summary: Sticky, but delicious.
Text: My Pug puppies absolutely love these bones.  The only negative aspect is that they get sticky & leave a green film that dries to a green crust on their front legs & paws (& whatever they're laying on, usually the sofa!)  Long after the bone has been chewed to a little nub & swallowed, my beautiful girls are licking their paws & staring at me, begging for another with their big, sad eyes.  Even though my puppies are only 12 lbs & just under 8 months old, I give them the regular size.  The smaller ones just don't last long enough with my power chewers.  I usually try to wrestle the small end from my girls before they get swallowed, as I do with EVERY treat they get, but I'm rarely successful.  They have the habit of swallowing pieces that seem far too large for them, but I've never had a problem with these bones.  I've never had any pieces reappear later (in any form) or had any blockage or choking problems.  I'm fully convinced that the bones dissolve quickly & safely in their tummies.<br />A lot of people have negative things to say about these treats, even our vet has a note about these specific bones causing ""digestive upset"" on his website, but I have had nothing but wonderful experiences (since purchasing washable slipcovers for our furniture!)<br />If you're worried about trying these treats, I'd suggest giving a larger size than is called for & observing your fur-child like any good parent should.<br /><br />Common sense for all pet owners:  Take the end of any treat away before it can be swallowed.  If you haven't already, ask your vet to teach you the doggie heimlich maneuver & doggie CPR, just in case.","Sticky, but delicious.","My Pug puppies absolutely love these bones.  The only negative aspect is that they get sticky & leave a green film that dries to a green crust on their front legs & paws (& whatever they're laying on, usually the sofa!)  Long after the bone has been chewed to a little nub & swallowed, my beautiful girls are licking their paws & staring at me, begging for another with their big, sad eyes.  Even though my puppies are only 12 lbs & just under 8 months old, I give them the regular size.  The smaller ones just don't last long enough with my power chewers.  I usually try to wrestle the small end from my girls before they get swallowed, as I do with EVERY treat they get, but I'm rarely successful.  They have the habit of swallowing pieces that seem far too large for them, but I've never had a problem with these bones.  I've never had any pieces reappear later (in any form) or had any blockage or choking problems.  I'm fully convinced that the bones dissolve quickly & safely in their tummies.<br />A lot of people have negative things to say about these treats, even our vet has a note about these specific bones causing ""digestive upset"" on his website, but I have had nothing but wonderful experiences (since purchasing washable slipcovers for our furniture!)<br />If you're worried about trying these treats, I'd suggest giving a larger size than is called for & observing your fur-child like any good parent should.<br /><br />Common sense for all pet owners:  Take the end of any treat away before it can be swallowed.  If you haven't already, ask your vet to teach you the doggie heimlich maneuver & doggie CPR, just in case.",sticki but delici,my pug puppi absolut love these bone the onli neg aspect is that they get sticki leav a green film that dri to a green crust on their front leg paw whatev theyr lay on usual the sofa long after the bone ha been chew to a littl nub swallow my beauti girl are lick their paw stare at me beg for anoth with their big sad eye even though my puppi are onli lb just under month old i give them the regular size the smaller one just dont last long enough with my power chewer i usual tri to wrestl the small end from my girl befor they get swallow as i do with everi treat they get but im rare success they have the habit of swallow piec that seem far too larg for them but ive never had a problem with these bone ive never had ani piec reappear later in ani form or had ani blockag or choke problem im fulli convinc that the bone dissolv quickli safe in their tummi a lot of peopl have neg thing to say about these treat even our vet ha a note about these specif bone caus digest upset on hi websit but i have had noth but wonder experi sinc purchas washabl slipcov for our furnitur if your worri about tri these treat id suggest give a larger size than is call for observ your furchild like ani good parent should common sens for all pet owner take the end of ani treat away befor it can be swallow if you havent alreadi ask your vet to teach you the doggi heimlich maneuv doggi cpr just in case,sticki but delici. my pug puppi absolut love these bone the onli neg aspect is that they get sticki leav a green film that dri to a green crust on their front leg paw whatev theyr lay on usual the sofa long after the bone ha been chew to a littl nub swallow my beauti girl are lick their paw stare at me beg for anoth with their big sad eye even though my puppi are onli lb just under month old i give them the regular size the smaller one just dont last long enough with my power chewer i usual tri to wrestl the small end from my girl befor they get swallow as i do with everi treat they get but im rare success they have the habit of swallow piec that seem far too larg for them but ive never had a problem with these bone ive never had ani piec reappear later in ani form or had ani blockag or choke problem im fulli convinc that the bone dissolv quickli safe in their tummi a lot of peopl have neg thing to say about these treat even our vet ha a note about these specif bone caus digest upset on hi websit but i have had noth but wonder experi sinc purchas washabl slipcov for our furnitur if your worri about tri these treat id suggest give a larger size than is call for observ your furchild like ani good parent should common sens for all pet owner take the end of ani treat away befor it can be swallow if you havent alreadi ask your vet to teach you the doggi heimlich maneuv doggi cpr just in case
"Id: 30861
UserId: A3KZCNV1N8R9GC
ProfileName: diljs
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1328659200
Summary: POP it's a chip!
Text: I'ma fairly healthy eater, but I LOVE chips.  Potato chips, tortilla chips, I like them all.  Popchips offer a chip like substance,with the promise of low fat.<br /><br />They crunch like chips but don't quite have a chip like texture; it's closer to a rice cake.  The seasoning is decent as well.  They have a surprising amount of a great sweet potato flavor.<br /><br />The ingredients are okay as far as healthiness.  I like that rice flour is the first ingredient rather than potatoes or corn.  You still get oil, although less than normal chips.  There's more salt and sugar than I would like.<br /><br />In the end I found myself munching through the case of 24 fairly quickly.  Popchips taste good and aren't as bad for you.  Check them out!",POP it's a chip!,"I'ma fairly healthy eater, but I LOVE chips.  Potato chips, tortilla chips, I like them all.  Popchips offer a chip like substance,with the promise of low fat.<br /><br />They crunch like chips but don't quite have a chip like texture; it's closer to a rice cake.  The seasoning is decent as well.  They have a surprising amount of a great sweet potato flavor.<br /><br />The ingredients are okay as far as healthiness.  I like that rice flour is the first ingredient rather than potatoes or corn.  You still get oil, although less than normal chips.  There's more salt and sugar than I would like.<br /><br />In the end I found myself munching through the case of 24 fairly quickly.  Popchips taste good and aren't as bad for you.  Check them out!",pop it a chip,ima fairli healthi eater but i love chip potato chip tortilla chip i like them all popchip offer a chip like substancewith the promis of low fat they crunch like chip but dont quit have a chip like textur it closer to a rice cake the season is decent as well they have a surpris amount of a great sweet potato flavor the ingredi are okay as far as healthi i like that rice flour is the first ingredi rather than potato or corn you still get oil although less than normal chip there more salt and sugar than i would like in the end i found myself munch through the case of fairli quickli popchip tast good and arent as bad for you check them out,pop it a chip. ima fairli healthi eater but i love chip potato chip tortilla chip i like them all popchip offer a chip like substancewith the promis of low fat they crunch like chip but dont quit have a chip like textur it closer to a rice cake the season is decent as well they have a surpris amount of a great sweet potato flavor the ingredi are okay as far as healthi i like that rice flour is the first ingredi rather than potato or corn you still get oil although less than normal chip there more salt and sugar than i would like in the end i found myself munch through the case of fairli quickli popchip tast good and arent as bad for you check them out
"Id: 563882
UserId: A9JS5GQQ6GIQT
ProfileName: Syne
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1343433600
Summary: yummy
Text: I love the Quaker soft baked cookies.  The really are soft and taste great.  I tried the oatmeal raisin, and cant wait to try the other flavors.  They all look really good.",yummy,"I love the Quaker soft baked cookies.  The really are soft and taste great.  I tried the oatmeal raisin, and cant wait to try the other flavors.  They all look really good.",yummi,i love the quaker soft bake cooki the realli are soft and tast great i tri the oatmeal raisin and cant wait to tri the other flavor they all look realli good,yummi. i love the quaker soft bake cooki the realli are soft and tast great i tri the oatmeal raisin and cant wait to tri the other flavor they all look realli good
"Id: 367941
UserId: AB4M17LGM5QOD
ProfileName: A Ola
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1335830400
Summary: AMAZING
Text: the jar leaked a bit in transport and was misshappen because it had been laying on its side, but the quality of this product is amazing. it smells sooooo good and just melts in your hand. as soon as it hits your skin/scalp/hair it instantly soothes. So happy I started using coconut oil, and its so cheap too!",AMAZING,"the jar leaked a bit in transport and was misshappen because it had been laying on its side, but the quality of this product is amazing. it smells sooooo good and just melts in your hand. as soon as it hits your skin/scalp/hair it instantly soothes. So happy I started using coconut oil, and its so cheap too!",amaz,the jar leak a bit in transport and wa misshappen becaus it had been lay on it side but the qualiti of thi product is amaz it smell sooooo good and just melt in your hand as soon as it hit your skinscalphair it instantli sooth so happi i start use coconut oil and it so cheap too,amaz. the jar leak a bit in transport and wa misshappen becaus it had been lay on it side but the qualiti of thi product is amaz it smell sooooo good and just melt in your hand as soon as it hit your skinscalphair it instantli sooth so happi i start use coconut oil and it so cheap too
"Id: 563263
UserId: ACNGECLAPEYWP
ProfileName: jillg24
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 4
Time: 1342137600
Summary: Yummy & soft
Text: My 5 yr old son loved the cookies. I enjoyed it as well, I am just used to cookies being a bit sweeter.",Yummy & soft,"My 5 yr old son loved the cookies. I enjoyed it as well, I am just used to cookies being a bit sweeter.",yummi soft,my yr old son love the cooki i enjoy it as well i am just use to cooki be a bit sweeter,yummi soft. my yr old son love the cooki i enjoy it as well i am just use to cooki be a bit sweeter
"Id: 30763
UserId: AXXWXM6K66YMZ
ProfileName: immelbatoast
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1224288000
Summary: Great and Healthy
Text: I love Salt & Vinegar chips and once I went on my diet I felt like I had to give them up because it's so hard to find healthy ones.  Then I finally found these and I love them!  They're strong tasting and I actually like them better than regular salt & vinegar chips.  They're less oily and I don't feel sick or guilty after having some.  The one-ounce bags are perfect for a snack, but the 3.25 ounce bags end up being cheaper so I divide it up into 3 ziplock bags once I open them.  It works great!",Great and Healthy,"I love Salt & Vinegar chips and once I went on my diet I felt like I had to give them up because it's so hard to find healthy ones.  Then I finally found these and I love them!  They're strong tasting and I actually like them better than regular salt & vinegar chips.  They're less oily and I don't feel sick or guilty after having some.  The one-ounce bags are perfect for a snack, but the 3.25 ounce bags end up being cheaper so I divide it up into 3 ziplock bags once I open them.  It works great!",great and healthi,i love salt vinegar chip and onc i went on my diet i felt like i had to give them up becaus it so hard to find healthi one then i final found these and i love them theyr strong tast and i actual like them better than regular salt vinegar chip theyr less oili and i dont feel sick or guilti after have some the oneounc bag are perfect for a snack but the ounc bag end up be cheaper so i divid it up into ziplock bag onc i open them it work great,great and healthi. i love salt vinegar chip and onc i went on my diet i felt like i had to give them up becaus it so hard to find healthi one then i final found these and i love them theyr strong tast and i actual like them better than regular salt vinegar chip theyr less oili and i dont feel sick or guilti after have some the oneounc bag are perfect for a snack but the ounc bag end up be cheaper so i divid it up into ziplock bag onc i open them it work great
"Id: 329698
UserId: A3NI2SIYJXRIME
ProfileName: Jonesie
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1321228800
Summary: Great Price and Product
Text: I have ordered Greenie's several times from this buyer and I am always pleased with the quality as well as the price. This large box costs almost $1 each at Petco and PetSmart.",Great Price and Product,I have ordered Greenie's several times from this buyer and I am always pleased with the quality as well as the price. This large box costs almost $1 each at Petco and PetSmart.,great price and product,i have order greeni sever time from thi buyer and i am alway pleas with the qualiti as well as the price thi larg box cost almost each at petco and petsmart,great price and product. i have order greeni sever time from thi buyer and i am alway pleas with the qualiti as well as the price thi larg box cost almost each at petco and petsmart
"Id: 563370
UserId: A2760OTUCOMBWF
ProfileName: clyasika
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341964800
Summary: Delightful surprise
Text: I received this item for free from Influenster in my mom Vox Box. I am not usually a fan of raisins, but this cookie was soft and tasted just like it was freshly baked. I absolutely loved it.",Delightful surprise,"I received this item for free from Influenster in my mom Vox Box. I am not usually a fan of raisins, but this cookie was soft and tasted just like it was freshly baked. I absolutely loved it.",delight surpris,i receiv thi item for free from influenst in my mom vox box i am not usual a fan of raisin but thi cooki wa soft and tast just like it wa freshli bake i absolut love it,delight surpris. i receiv thi item for free from influenst in my mom vox box i am not usual a fan of raisin but thi cooki wa soft and tast just like it wa freshli bake i absolut love it
"Id: 563788
UserId: A2BYNLAM76HR2H
ProfileName: budah
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341792000
Summary: So good
Text: This is an awesomely soft cookie. I loved this cookie it was really one of the best things I have ever tasted.",So good,This is an awesomely soft cookie. I loved this cookie it was really one of the best things I have ever tasted.,so good,thi is an awesom soft cooki i love thi cooki it wa realli one of the best thing i have ever tast,so good. thi is an awesom soft cooki i love thi cooki it wa realli one of the best thing i have ever tast
"Id: 329892
UserId: A1SN5WAWNX1GEJ
ProfileName: Polly Otoole
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1275177600
Summary: Greenies dog treats
Text: These to are a very good way to help keep my dog's teeth and gums clean and she loves them too.",Greenies dog treats,These to are a very good way to help keep my dog's teeth and gums clean and she loves them too.,greeni dog treat,these to are a veri good way to help keep my dog teeth and gum clean and she love them too,greeni dog treat. these to are a veri good way to help keep my dog teeth and gum clean and she love them too
"Id: 563426
UserId: A1ZW99N6T7E0FJ
ProfileName: tabatha42183
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341878400
Summary: Delicious Treat for the Whole Family!
Text: I got the opportunity to taste test these awesome cookies from Influenster and Quaker in their Mom VoxBox and found the cookie to be absolutely delicious! It was soft and chewy, just how I like my cookies! My four year old and I shared it and half was enough for each of us and he loved it too!",Delicious Treat for the Whole Family!,"I got the opportunity to taste test these awesome cookies from Influenster and Quaker in their Mom VoxBox and found the cookie to be absolutely delicious! It was soft and chewy, just how I like my cookies! My four year old and I shared it and half was enough for each of us and he loved it too!",delici treat for the whole famili,i got the opportun to tast test these awesom cooki from influenst and quaker in their mom voxbox and found the cooki to be absolut delici it wa soft and chewi just how i like my cooki my four year old and i share it and half wa enough for each of us and he love it too,delici treat for the whole famili. i got the opportun to tast test these awesom cooki from influenst and quaker in their mom voxbox and found the cooki to be absolut delici it wa soft and chewi just how i like my cooki my four year old and i share it and half wa enough for each of us and he love it too
"Id: 563422
UserId: A2CTFMY2YL0KQO
ProfileName: Stacy Lane ""ducktapegurl""
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1341878400
Summary: Very tasty cookie!
Text: I recently tried this cookie as part of an Influenster Mom Vox Box.  Influenster sends out free boxes of products in order for you to test them and give them your feedback. I really enjoyed this cookie!  Most packaged cookies are hard and taste like cardboard but I was pleasantly surprised that this cookie was soft and comparable to a homemade oatmeal raisin cookie.  The nutritional facts weren't too bad for a dessert too.  It was very yummy and filling.  A good sized cookie!  I will definitely be buying some for my family, since I ate this one myself ;)",Very tasty cookie!,"I recently tried this cookie as part of an Influenster Mom Vox Box.  Influenster sends out free boxes of products in order for you to test them and give them your feedback. I really enjoyed this cookie!  Most packaged cookies are hard and taste like cardboard but I was pleasantly surprised that this cookie was soft and comparable to a homemade oatmeal raisin cookie.  The nutritional facts weren't too bad for a dessert too.  It was very yummy and filling.  A good sized cookie!  I will definitely be buying some for my family, since I ate this one myself ;)",veri tasti cooki,i recent tri thi cooki as part of an influenst mom vox box influenst send out free box of product in order for you to test them and give them your feedback i realli enjoy thi cooki most packag cooki are hard and tast like cardboard but i wa pleasantli surpris that thi cooki wa soft and compar to a homemad oatmeal raisin cooki the nutrit fact werent too bad for a dessert too it wa veri yummi and fill a good size cooki i will definit be buy some for my famili sinc i ate thi one myself,veri tasti cooki. i recent tri thi cooki as part of an influenst mom vox box influenst send out free box of product in order for you to test them and give them your feedback i realli enjoy thi cooki most packag cooki are hard and tast like cardboard but i wa pleasantli surpris that thi cooki wa soft and compar to a homemad oatmeal raisin cooki the nutrit fact werent too bad for a dessert too it wa veri yummi and fill a good size cooki i will definit be buy some for my famili sinc i ate thi one myself
"Id: 367684
UserId: AWOPLS2SF9HGY
ProfileName: TeamLoera
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1347926400
Summary: Does it all!!
Text: I bought this jar after eating coconut water for years and continuously hearing about how beneficial the oil is.  Didnt even use it until my scalp was getting dried out, threw some of this in my hair and saw incredible results within days. This works great on everything and is pure enough to simply eat right outta the jar. Couldnt recommend it more",Does it all!!,"I bought this jar after eating coconut water for years and continuously hearing about how beneficial the oil is.  Didnt even use it until my scalp was getting dried out, threw some of this in my hair and saw incredible results within days. This works great on everything and is pure enough to simply eat right outta the jar. Couldnt recommend it more",doe it all,i bought thi jar after eat coconut water for year and continu hear about how benefici the oil is didnt even use it until my scalp wa get dri out threw some of thi in my hair and saw incred result within day thi work great on everyth and is pure enough to simpli eat right outta the jar couldnt recommend it more,doe it all. i bought thi jar after eat coconut water for year and continu hear about how benefici the oil is didnt even use it until my scalp wa get dri out threw some of thi in my hair and saw incred result within day thi work great on everyth and is pure enough to simpli eat right outta the jar couldnt recommend it more
"Id: 329919
UserId: A22FOCP4I28ZKJ
ProfileName: B. Stephens
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1256342400
Summary: My dog can't live without these!
Text: Because our dog has to have his greenie every day, we have to make sure we have them on hand at all times.  The price was great, the shipment arrived promptly and the main thing is our dog is happy.<br />B. Stephens",My dog can't live without these!,"Because our dog has to have his greenie every day, we have to make sure we have them on hand at all times.  The price was great, the shipment arrived promptly and the main thing is our dog is happy.<br />B. Stephens",my dog cant live without these,becaus our dog ha to have hi greeni everi day we have to make sure we have them on hand at all time the price wa great the shipment arriv promptli and the main thing is our dog is happi b stephen,my dog cant live without these. becaus our dog ha to have hi greeni everi day we have to make sure we have them on hand at all time the price wa great the shipment arriv promptli and the main thing is our dog is happi b stephen
"Id: 30755
UserId: ANDLI8KLNE2DK
ProfileName: Shannon ""what it takes""
HelpfulnessNumerator: 1
HelpfulnessDenominator: 1
Score: 5
Time: 1243900800
Summary: My husband takes them to work every day
Text: After my husband tried these chips (BBQ flavor) at a lunch meeting he couldn't stop talking about them.  We found them at a local grocery store - but they were on the expensive side.  Luckily we found them on Amazon at a much more reasonable price.  Thanks for carrying the brand.",My husband takes them to work every day,After my husband tried these chips (BBQ flavor) at a lunch meeting he couldn't stop talking about them.  We found them at a local grocery store - but they were on the expensive side.  Luckily we found them on Amazon at a much more reasonable price.  Thanks for carrying the brand.,my husband take them to work everi day,after my husband tri these chip bbq flavor at a lunch meet he couldnt stop talk about them we found them at a local groceri store but they were on the expens side luckili we found them on amazon at a much more reason price thank for carri the brand,my husband take them to work everi day. after my husband tri these chip bbq flavor at a lunch meet he couldnt stop talk about them we found them at a local groceri store but they were on the expens side luckili we found them on amazon at a much more reason price thank for carri the brand
"Id: 563011
UserId: A154QSI0I9S28O
ProfileName: hashepard
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1343260800
Summary: Love these cookies especially for the kids
Text: The soft baked cookies are amazingly delicious! Even my children really enjoy them!! I was surprised when they all actually ate it because they never eat anything with raisins in it. This was exciting since I now keeps these with me in case the boys need a snack since they would be able to eat one between the four of them.",Love these cookies especially for the kids,The soft baked cookies are amazingly delicious! Even my children really enjoy them!! I was surprised when they all actually ate it because they never eat anything with raisins in it. This was exciting since I now keeps these with me in case the boys need a snack since they would be able to eat one between the four of them.,love these cooki especi for the kid,the soft bake cooki are amazingli delici even my children realli enjoy them i wa surpris when they all actual ate it becaus they never eat anyth with raisin in it thi wa excit sinc i now keep these with me in case the boy need a snack sinc they would be abl to eat one between the four of them,love these cooki especi for the kid. the soft bake cooki are amazingli delici even my children realli enjoy them i wa surpris when they all actual ate it becaus they never eat anyth with raisin in it thi wa excit sinc i now keep these with me in case the boy need a snack sinc they would be abl to eat one between the four of them
"Id: 31207
UserId: A2RUN9WBD5H23R
ProfileName: richman
HelpfulnessNumerator: 1
HelpfulnessDenominator: 5
Score: 1
Time: 1296777600
Summary: hated them
Text: I understand many people love these things, but I bought the sea salt and vinegar popchips and I hated them. I LOVE regular  potato chips lay's and other brands. These popchips not only taste bad but they have a bad after taste to me.<br />I think these popchips must be for ""heath"" type people who try to convince themselves these taste good.<br />We like what we like and we all have different experiences about this type of thing.<br />After reading so many positive reviews I thought these would be good.<br />They taste ""hallow"", ""empty"", too artificial chemical taste.<br />With a regular potato chip I get the ""that's it"" sensation, satisfying, full flavor.",hated them,"I understand many people love these things, but I bought the sea salt and vinegar popchips and I hated them. I LOVE regular  potato chips lay's and other brands. These popchips not only taste bad but they have a bad after taste to me.<br />I think these popchips must be for ""heath"" type people who try to convince themselves these taste good.<br />We like what we like and we all have different experiences about this type of thing.<br />After reading so many positive reviews I thought these would be good.<br />They taste ""hallow"", ""empty"", too artificial chemical taste.<br />With a regular potato chip I get the ""that's it"" sensation, satisfying, full flavor.",hate them,i understand mani peopl love these thing but i bought the sea salt and vinegar popchip and i hate them i love regular potato chip lay and other brand these popchip not onli tast bad but they have a bad after tast to me i think these popchip must be for heath type peopl who tri to convinc themselv these tast good we like what we like and we all have differ experi about thi type of thing after read so mani posit review i thought these would be good they tast hallow empti too artifici chemic tast with a regular potato chip i get the that it sensat satisfi full flavor,hate them. i understand mani peopl love these thing but i bought the sea salt and vinegar popchip and i hate them i love regular potato chip lay and other brand these popchip not onli tast bad but they have a bad after tast to me i think these popchip must be for heath type peopl who tri to convinc themselv these tast good we like what we like and we all have differ experi about thi type of thing after read so mani posit review i thought these would be good they tast hallow empti too artifici chemic tast with a regular potato chip i get the that it sensat satisfi full flavor
"Id: 329601
UserId: A363VYG6RS9WUS
ProfileName: Barry L
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1334793600
Summary: Keep on Munching
Text: My puppy loves this product.  The moment he has a Greenie in his mouth, he'll begin to munch.  I actually got this product not only to keep my pup's teeth clean, but am using it to help my puppy teeth.  The product is just hard enough so that my puppy can keep gnawing on it, but it is simultaneously soft enough for him to sink his teeth into (providing assistance for teeth development).  I definitely recommend this product.",Keep on Munching,"My puppy loves this product.  The moment he has a Greenie in his mouth, he'll begin to munch.  I actually got this product not only to keep my pup's teeth clean, but am using it to help my puppy teeth.  The product is just hard enough so that my puppy can keep gnawing on it, but it is simultaneously soft enough for him to sink his teeth into (providing assistance for teeth development).  I definitely recommend this product.",keep on munch,my puppi love thi product the moment he ha a greeni in hi mouth hell begin to munch i actual got thi product not onli to keep my pup teeth clean but am use it to help my puppi teeth the product is just hard enough so that my puppi can keep gnaw on it but it is simultan soft enough for him to sink hi teeth into provid assist for teeth develop i definit recommend thi product,keep on munch. my puppi love thi product the moment he ha a greeni in hi mouth hell begin to munch i actual got thi product not onli to keep my pup teeth clean but am use it to help my puppi teeth the product is just hard enough so that my puppi can keep gnaw on it but it is simultan soft enough for him to sink hi teeth into provid assist for teeth develop i definit recommend thi product
"Id: 367984
UserId: A1FAZO0UVTFBHU
ProfileName: JessicaAz92
HelpfulnessNumerator: 0
HelpfulnessDenominator: 0
Score: 5
Time: 1320019200
Summary: Great!
Text: Smells so delicious! This is some of the best coconut oil I've ever had. IT is hydrating for the skin and great to ingest! It does melt under heat, so be sure to refrigerate. Love it.",Great!,"Smells so delicious! This is some of the best coconut oil I've ever had. IT is hydrating for the skin and great to ingest! It does melt under heat, so be sure to refrigerate. Love it.",great,smell so delici thi is some of the best coconut oil ive ever had it is hydrat for the skin and great to ingest it doe melt under heat so be sure to refriger love it,great. smell so delici thi is some of the best coconut oil ive ever had it is hydrat for the skin and great to ingest it doe melt under heat so be sure to refriger love it
